#Number of Samples: 2
#Total Number of Reads: 639668
#S1	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G1_1/G1_1_1_G1_1_2_bracken_genuses.kraken2_report
#S2	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G2_1/G2_1_1_G2_1_2_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	S1_all	S1_lvl	S2_all	S2_lvl	lvl_type	taxid	name
0.0002	1	1	1	1	0	0	G	11430	            Temperatibacter
0.0003	2	0	2	0	0	0	O	46136	        Ferrovibrionales
0.0003	2	2	2	2	0	0	G	46141	          uncultured
0.0002	1	0	1	0	0	0	O	2808	        SAR11 clade
0.0002	1	0	1	0	0	0	F	26228	          Clade I
0.0002	1	1	1	1	0	0	G	26229	            Clade Ia
0.0002	1	0	1	0	0	0	O	46182	        Zavarziniales
0.0002	1	0	1	0	0	0	F	46183	          Zavarziniaceae
0.0002	1	1	1	1	0	0	G	46184	            Oleomonas
0.0002	1	0	1	0	0	0	O	2818	        Sneathiellales
0.0002	1	0	1	0	0	0	F	2819	          Sneathiellaceae
0.0002	1	1	1	1	0	0	G	2820	            Oceanibacterium
0.0034	22	0	5	0	17	0	C	26883	      Magnetococcia
0.0034	22	0	5	0	17	0	O	26884	        Magnetococcales
0.0034	22	0	5	0	17	0	F	26885	          Magnetococcaceae
0.0034	22	22	5	5	17	17	G	26886	            Magnetococcus
0.0002	1	0	0	0	1	0	C	3845	      Zetaproteobacteria
0.0002	1	0	0	0	1	0	O	3846	        Mariprofundales
0.0002	1	0	0	0	1	0	F	3847	          Mariprofundaceae
0.0002	1	1	0	0	1	1	G	3848	            Mariprofundus
9.4144	60221	0	28109	0	32112	0	P	1385	    Chloroflexi
9.2845	59390	0	27805	0	31585	0	C	1386	      Anaerolineae
9.2765	59339	0	27756	0	31583	0	O	1387	        Anaerolineales
9.2765	59339	0	27756	0	31583	0	F	1388	          Anaerolineaceae
7.8491	50208	50208	21893	21893	28315	28315	G	1395	            uncultured
1.4103	9021	9021	5808	5808	3213	3213	G	25123	            Flexilinea
0.0058	37	37	18	18	19	19	G	1393	            Longilinea
0.0031	20	20	3	3	17	17	G	11227	            Pelolinea
0.0030	19	19	9	9	10	10	G	1389	            Anaerolinea
0.0013	8	8	5	5	3	3	G	25122	            ADurb.Bin120
0.0009	6	6	5	5	1	1	G	1392	            Levilinea
0.0009	6	6	5	5	1	1	G	1394	            Ornatilinea
0.0003	2	2	1	1	1	1	G	1391	            Leptolinea
0.0003	2	2	1	1	1	1	G	25125	            RBG-16-58-14
0.0003	2	2	2	2	0	0	G	1390	            Bellilinea
0.0003	2	2	2	2	0	0	G	11226	            Anaerolineaceae UCG-001
0.0002	1	1	1	1	0	0	G	11229	            Thermomarinilinea
0.0066	42	0	42	0	0	0	O	25142	        SBR1031
0.0066	42	0	42	0	0	0	F	25143	          A4b
0.0066	42	42	42	42	0	0	G	25144	            OLB13
0.0011	7	0	5	0	2	0	O	25133	        Caldilineales
0.0011	7	0	5	0	2	0	F	25134	          Caldilineaceae
0.0011	7	7	5	5	2	2	G	25137	            uncultured
0.0003	2	0	2	0	0	0	O	25147	        Thermoflexales
0.0003	2	0	2	0	0	0	F	25148	          Thermoflexaceae
0.0003	2	2	2	2	0	0	G	25149	            Thermoflexus
0.0830	531	0	31	0	500	0	C	1450	      Ktedonobacteria
0.0830	531	0	31	0	500	0	O	1456	        Ktedonobacterales
0.0830	531	0	31	0	500	0	F	1464	          Ktedonobacteraceae
0.0367	235	235	1	1	234	234	G	25200	            Thermosporothrix
0.0364	233	233	6	6	227	227	G	1466	            uncultured
0.0030	19	19	5	5	14	14	G	25193	            1959-1
0.0017	11	11	11	11	0	0	G	1465	            Ktedonobacter
0.0016	10	10	0	0	10	10	G	25198	            JG30a-KF-32
0.0014	9	9	0	0	9	9	G	25196	            G12-WMSP1
0.0011	7	7	5	5	2	2	G	25195	            FCPS473
0.0003	2	2	1	1	1	1	G	25197	            HSB OF53-F07
0.0002	1	1	1	1	0	0	G	25194	            BacC-u-018
0.0444	284	0	258	0	26	0	C	1411	      Chloroflexia
0.0442	283	0	258	0	25	0	O	1413	        Chloroflexales
0.0274	175	0	154	0	21	0	F	1422	          Roseiflexaceae
0.0263	168	168	147	147	21	21	G	25158	            uncultured
0.0008	5	5	5	5	0	0	G	25157	            Kouleothrix
0.0003	2	2	2	2	0	0	G	1423	            Roseiflexus
0.0166	106	0	104	0	2	0	F	1414	          Chloroflexaceae
0.0149	95	95	95	95	0	0	G	25152	            FFCH7168
0.0013	8	8	6	6	2	2	G	25151	            Candidatus Chlorothrix
0.0002	1	1	1	1	0	0	G	11230	            Candidatus Chloroploca
0.0002	1	1	1	1	0	0	G	25154	            uncultured
0.0002	1	0	0	0	1	0	F	25155	          Herpetosiphonaceae
0.0002	1	1	0	0	1	1	G	25156	            Herpetosiphon
0.0002	1	0	0	0	1	0	O	25163	        Thermomicrobiales
0.0002	1	0	0	0	1	0	F	25166	          Thermomicrobiaceae
0.0002	1	1	0	0	1	1	G	25167	            Nitrolancea
0.0022	14	0	14	0	0	0	C	1428	      Dehalococcoidia
0.0022	14	0	14	0	0	0	O	1429	        Dehalococcoidales
0.0022	14	0	14	0	0	0	F	1430	          Dehalococcoidaceae
0.0022	14	14	14	14	0	0	G	1431	            Dehalococcoides
6.0497	38698	0	30975	0	7723	0	P	43279	    Actinobacteriota
5.7366	36695	0	29156	0	7539	0	C	43309	      Actinobacteria
1.4817	9478	0	3773	0	5705	0	O	43677	        Pseudonocardiales
1.4817	9478	0	3773	0	5705	0	F	43678	          Pseudonocardiaceae
0.8908	5698	5698	46	46	5652	5652	G	43688	            Amycolatopsis
0.4240	2712	2712	2712	2712	0	0	G	43681	            Actinomycetospora
0.1385	886	886	854	854	32	32	G	43698	            Pseudonocardia
0.0120	77	77	76	76	1	1	G	43689	            Crossiella
0.0033	21	21	18	18	3	3	G	43699	            Saccharomonospora
0.0030	19	19	18	18	1	1	G	43701	            Saccharothrix
0.0027	17	17	17	17	0	0	G	43694	            Lechevalieria
0.0022	14	14	13	13	1	1	G	43700	            Saccharopolyspora
0.0014	9	9	3	3	6	6	G	43697	            Prauserella
0.0013	8	8	8	8	0	0	G	43685	            Actinosynnema
0.0003	2	2	0	0	2	2	G	50011	            Bounagaea
0.0003	2	2	0	0	2	2	G	43693	            Kutzneria
0.0003	2	2	1	1	1	1	G	43682	            Actinophytocola
0.0002	1	1	0	0	1	1	G	43707	            Yuhushiella
0.0002	1	1	1	1	0	0	G	43683	            Actinopolyspora
1.1845	7577	0	7064	0	513	0	O	43709	        Streptomycetales
1.1845	7577	0	7064	0	513	0	F	43710	          Streptomycetaceae
1.1178	7150	7150	6644	6644	506	506	G	43715	            Streptomyces
0.0660	422	422	417	417	5	5	G	43713	            Kitasatospora
0.0005	3	3	2	2	1	1	G	43711	            Allostreptomyces
1.1150	7132	0	6993	0	139	0	O	43416	        Micrococcales
0.6385	4084	0	4035	0	49	0	F	43490	          Microbacteriaceae
0.1537	983	983	983	983	0	0	G	43496	            Amnibacterium
0.1470	940	940	916	916	24	24	G	43534	            Microbacterium
0.0891	570	570	570	570	0	0	G	43553	            uncultured
0.0707	452	452	452	452	0	0	G	43540	            Parafrigoribacterium
0.0319	204	204	200	200	4	4	G	43493	            Agromyces
0.0222	142	142	140	140	2	2	G	43528	            Leucobacter
0.0167	107	107	107	107	0	0	G	43509	            Curtobacterium
0.0159	102	102	100	100	2	2	G	43492	            Agrococcus
0.0142	91	91	91	91	0	0	G	43515	            Galbitalea
0.0122	78	78	78	78	0	0	G	43550	            Schumannella
0.0098	63	63	63	63	0	0	G	43514	            Frondihabitans
0.0055	35	35	35	35	0	0	G	43543	            Pseudoclavibacter
0.0053	34	34	34	34	0	0	G	43537	            Mycetocola
0.0050	32	32	32	32	0	0	G	43498	            Candidatus Aquiluna
0.0048	31	31	31	31	0	0	G	43502	            Chryseoglobus
0.0047	30	30	30	30	0	0	G	43503	            Clavibacter
0.0045	29	29	23	23	6	6	G	43497	            Aurantimicrobium
0.0038	24	24	22	22	2	2	G	43501	            Candidatus Planktoluna
0.0036	23	23	23	23	0	0	G	43506	            Conyzicola
0.0023	15	15	15	15	0	0	G	43527	            Leifsonia
0.0019	12	12	12	12	0	0	G	43531	            ML602J-51
0.0019	12	12	12	12	0	0	G	43551	            Subtercola
0.0017	11	11	6	6	5	5	G	43500	            Candidatus Limnoluna
0.0014	9	9	9	9	0	0	G	43544	            Rathayibacter
0.0014	9	9	9	9	0	0	G	43507	            Cryobacterium
0.0013	8	8	8	8	0	0	G	43513	            Frigoribacterium
0.0009	6	6	6	6	0	0	G	43541	            Plantibacter
0.0006	4	4	4	4	0	0	G	43491	            Agreia
0.0006	4	4	4	4	0	0	G	43523	            Huakuichenia
0.0006	4	4	3	3	1	1	G	43499	            Candidatus Flaviluna
0.0005	3	3	3	3	0	0	G	43530	            Lysinimonas
0.3674	2350	0	2275	0	75	0	F	43554	          Micrococcaceae
0.2046	1309	1309	1280	1280	29	29	G	43562	            Glutamicibacter
0.0344	220	220	208	208	12	12	G	43570	            Pseudarthrobacter
0.0297	190	190	183	183	7	7	G	43577	            Zhihengliuella
0.0286	183	183	177	177	6	6	G	43556	            Arthrobacter
0.0258	165	165	157	157	8	8	G	43565	            Micrococcus
0.0203	130	130	129	129	1	1	G	43564	            Kocuria
0.0127	81	81	75	75	6	6	G	43573	            Rothia
0.0023	15	15	14	14	1	1	G	43569	            Paeniglutamicibacter
0.0022	14	14	14	14	0	0	G	43567	            Nesterenkonia
0.0017	11	11	11	11	0	0	G	43558	            Citricoccus
0.0011	7	7	6	6	1	1	G	43574	            Sinomonas
0.0008	5	5	4	4	1	1	G	43561	            Garicola
0.0008	5	5	5	5	0	0	G	43572	            Renibacterium
0.0005	3	3	3	3	0	0	G	43571	            Pseudoglutamicibacter
0.0003	2	2	2	2	0	0	G	43568	            Paenarthrobacter
0.0324	207	0	202	0	5	0	F	43468	          Intrasporangiaceae
0.0105	67	67	67	67	0	0	G	43474	            Janibacter
0.0080	51	51	51	51	0	0	G	50007	            Pedococcus-Phycicoccus
0.0031	20	20	20	20	0	0	G	43485	            Terrabacter
0.0028	18	18	15	15	3	3	G	43486	            Tetrasphaera
0.0027	17	17	17	17	0	0	G	43481	            Ornithinimicrobium
0.0016	10	10	10	10	0	0	G	43487	            uncultured
0.0009	6	6	6	6	0	0	G	43473	            Intrasporangium
0.0008	5	5	5	5	0	0	G	43470	            Arsenicicoccus
0.0005	3	3	3	3	0	0	G	43469	            Aquipuribacter
0.0005	3	3	2	2	1	1	G	43482	            Oryzihumus
0.0003	2	2	2	2	0	0	G	43480	            Ornithinicoccus
0.0239	153	0	149	0	4	0	F	43430	          Cellulomonadaceae
0.0183	117	117	113	113	4	4	G	43432	            Cellulomonas
0.0033	21	21	21	21	0	0	G	43435	            Pseudactinotalea
0.0022	14	14	14	14	0	0	G	43431	            Actinotalea
0.0189	121	0	121	0	0	0	F	43418	          Beutenbergiaceae
0.0189	121	121	121	121	0	0	G	43421	            Salana
0.0070	45	0	44	0	1	0	F	43426	          Brevibacteriaceae
0.0067	43	43	42	42	1	1	G	43427	            Brevibacterium
0.0002	1	1	1	1	0	0	G	43428	            Sediminivirga
0.0061	39	0	39	0	0	0	F	43443	          Dermabacteraceae
0.0039	25	25	25	25	0	0	G	43444	            Brachybacterium
0.0009	6	6	6	6	0	0	G	43445	            Dermabacter
0.0009	6	6	6	6	0	0	G	43447	            Helcobacillus
0.0002	1	1	1	1	0	0	G	43448	            uncultured
0.0050	32	0	32	0	0	0	F	43582	          Promicromonosporaceae
0.0022	14	14	14	14	0	0	G	43583	            Cellulosimicrobium
0.0011	7	7	7	7	0	0	G	43584	            Isoptericola
0.0008	5	5	5	5	0	0	G	43587	            Promicromonospora
0.0008	5	5	5	5	0	0	G	43586	            Myceligenerans
0.0039	25	0	24	0	1	0	F	43439	          Demequinaceae
0.0022	14	14	14	14	0	0	G	43441	            Lysinimicrobium
0.0013	8	8	7	7	1	1	G	43440	            Demequina
0.0002	1	1	1	1	0	0	G	43442	            uncultured
0.0030	19	0	19	0	0	0	F	43597	          Sanguibacteraceae
0.0030	19	19	19	19	0	0	G	50009	            Sanguibacter-Flavimobilis
0.0028	18	0	18	0	0	0	F	43579	          Micrococcales Incertae Sedis
0.0028	18	18	18	18	0	0	G	43581	            Timonella
0.0019	12	0	12	0	0	0	F	43449	          Dermacoccaceae
0.0016	10	10	10	10	0	0	G	43454	            Dermacoccus
0.0002	1	1	1	1	0	0	G	43450	            Allobranchiibius
0.0019	12	0	12	0	0	0	F	43423	          Bogoriellaceae
0.0014	9	9	9	9	0	0	G	43425	            Georgenia
0.0005	3	3	3	3	0	0	G	43424	            Bogoriella
0.0008	5	0	4	0	1	0	F	43460	          Dermatophilaceae
0.0006	4	4	4	4	0	0	G	43465	            Piscicoccus
0.0002	1	1	0	0	1	1	G	43467	            uncultured
0.5528	3536	0	3420	0	116	0	O	43376	        Frankiales
0.3582	2291	0	2267	0	24	0	F	43382	          Frankiaceae
0.3389	2168	2168	2144	2144	24	24	G	43384	            Jatrophihabitans
0.0192	123	123	123	123	0	0	G	43383	            Frankia
0.1112	711	0	710	0	1	0	F	43385	          Geodermatophilaceae
0.0546	349	349	349	349	0	0	G	43387	            Blastococcus
0.0494	316	316	315	315	1	1	G	43390	            Modestobacter
0.0031	20	20	20	20	0	0	G	43388	            Geodermatophilus
0.0030	19	19	19	19	0	0	G	43389	            Klenkia
0.0009	6	6	6	6	0	0	G	43386	            Antricoccus
0.0286	183	0	134	0	49	0	F	43377	          Acidothermaceae
0.0286	183	183	134	134	49	49	G	43378	            Acidothermus
0.0244	156	0	116	0	40	0	F	43393	          Sporichthyaceae
0.0114	73	73	44	44	29	29	G	43397	            hgcI clade
0.0066	42	42	31	31	11	11	G	43398	            uncultured
0.0039	25	25	25	25	0	0	G	43396	            Sporichthya
0.0013	8	8	8	8	0	0	G	43395	            Longivirga
0.0011	7	7	7	7	0	0	G	43394	            Candidatus Planktophila
0.0191	122	0	121	0	1	0	F	43391	          Nakamurellaceae
0.0191	122	122	121	121	1	1	G	43392	            Nakamurella
0.0109	70	0	70	0	0	0	F	43379	          Cryptosporangiaceae
0.0105	67	67	67	67	0	0	G	43380	            Cryptosporangium
0.0005	3	3	3	3	0	0	G	43381	            Fodinicola
0.5065	3240	0	3129	0	111	0	O	43640	        Propionibacteriales
0.4147	2653	0	2585	0	68	0	F	43641	          Nocardioidaceae
0.2751	1760	1760	1738	1738	22	22	G	43648	            Nocardioides
0.0979	626	626	621	621	5	5	G	43646	            Marmoricola
0.0239	153	153	148	148	5	5	G	43650	            uncultured
0.0106	68	68	34	34	34	34	G	43645	            Kribbella
0.0047	30	30	30	30	0	0	G	43643	            Aeromicrobium
0.0013	8	8	8	8	0	0	G	43644	            Flindersiella
0.0005	3	3	3	3	0	0	G	43642	            Actinopolymorpha
0.0916	586	0	544	0	42	0	F	43651	          Propionibacteriaceae
0.0594	380	380	352	352	28	28	G	43657	            Friedmanniella
0.0175	112	112	100	100	12	12	G	43656	            Cutibacterium
0.0039	25	25	25	25	0	0	G	43663	            Microlunatus
0.0031	20	20	20	20	0	0	G	43659	            Haloactinopolyspora
0.0030	19	19	19	19	0	0	G	43676	            uncultured
0.0013	8	8	8	8	0	0	G	43653	            Aestuariimicrobium
0.0011	7	7	7	7	0	0	G	43652	            Acidipropionibacterium
0.0006	4	4	4	4	0	0	G	43660	            Jiangella
0.0003	2	2	0	0	2	2	G	43674	            Raineyella
0.0003	2	2	2	2	0	0	G	43675	            Tessaracoccus
0.0002	1	1	1	1	0	0	G	43662	            Marinilutecoccus
0.0002	1	1	1	1	0	0	G	43672	            Propionimicrobium
0.4393	2810	0	2278	0	532	0	O	43342	        Corynebacteriales
0.2442	1562	0	1165	0	397	0	F	43352	          Mycobacteriaceae
0.2442	1562	1562	1165	1165	397	397	G	43354	            Mycobacterium
0.1413	904	0	790	0	114	0	F	43343	          Corynebacteriaceae
0.1283	821	821	712	712	109	109	G	43344	            Corynebacterium
0.0124	79	79	76	76	3	3	G	43345	            Lawsonella
0.0003	2	2	1	1	1	1	G	43346	            Turicella
0.0422	270	0	253	0	17	0	F	43355	          Nocardiaceae
0.0195	125	125	123	123	2	2	G	43359	            Rhodococcus
0.0113	72	72	62	62	10	10	G	43358	            Nocardia
0.0072	46	46	46	46	0	0	G	43362	            Williamsia
0.0036	23	23	19	19	4	4	G	43356	            Gordonia
0.0002	1	1	1	1	0	0	G	43361	            Smaragdicoccus
0.0100	64	0	62	0	2	0	F	43350	          Dietziaceae
0.0100	64	64	62	62	2	2	G	43351	            Dietzia
0.0008	5	0	5	0	0	0	F	43363	          Segniliparaceae
0.0008	5	5	5	5	0	0	G	43364	            Segniliparus
0.0002	1	0	1	0	0	0	F	43366	          Tsukamurellaceae
0.0002	1	1	1	1	0	0	G	43367	            Tsukamurella
0.2672	1709	0	1583	0	126	0	O	43600	        Micromonosporales
0.2672	1709	0	1583	0	126	0	F	43601	          Micromonosporaceae
0.1459	933	933	832	832	101	101	G	43603	            Actinoplanes
0.0644	412	412	397	397	15	15	G	43616	            Micromonospora
0.0178	114	114	114	114	0	0	G	43619	            Pilimelia
0.0092	59	59	59	59	0	0	G	43615	            Luedemannella
0.0086	55	55	51	51	4	4	G	43633	            uncultured
0.0041	26	26	26	26	0	0	G	43631	            Wangella
0.0034	22	22	22	22	0	0	G	43617	            Phytohabitans
0.0025	16	16	14	14	2	2	G	43611	            Dactylosporangium
0.0019	12	12	11	11	1	1	G	43626	            Salinispora
0.0017	11	11	11	11	0	0	G	43630	            Virgisporangium
0.0016	10	10	10	10	0	0	G	43632	            Xiangella
0.0013	8	8	8	8	0	0	G	43606	            Asanoa
0.0011	7	7	6	6	1	1	G	43621	            Plantactinospora
0.0011	7	7	7	7	0	0	G	43614	            Longispora
0.0005	3	3	3	3	0	0	G	43620	            Planosporangium
0.0002	1	1	1	1	0	0	G	43602	            Actinocatenispora
0.0002	1	1	1	1	0	0	G	43618	            Phytomonospora
0.0002	1	1	1	1	0	0	G	43607	            Catellatospora
0.0533	341	0	327	0	14	0	O	43716	        Streptosporangiales
0.0219	140	0	137	0	3	0	F	43751	          Thermomonosporaceae
0.0199	127	127	125	125	2	2	G	43754	            Actinomadura
0.0013	8	8	7	7	1	1	G	43752	            Actinoallomurus
0.0003	2	2	2	2	0	0	G	43753	            Actinocorallia
0.0002	1	1	1	1	0	0	G	43756	            Thermobispora
0.0002	1	1	1	1	0	0	G	43759	            [Streptomyces] thermoautotrophicus
0.0174	111	0	105	0	6	0	F	43717	          Nocardiopsaceae
0.0164	105	105	99	99	6	6	G	43726	            Nocardiopsis
0.0006	4	4	4	4	0	0	G	43729	            Streptomonospora
0.0002	1	1	1	1	0	0	G	43718	            Actinorugispora
0.0098	63	0	58	0	5	0	F	43732	          Streptosporangiaceae
0.0038	24	24	24	24	0	0	G	43744	            Streptosporangium
0.0027	17	17	17	17	0	0	G	43743	            Sphaerisporangium
0.0025	16	16	11	11	5	5	G	43737	            Nonomuraea
0.0003	2	2	2	2	0	0	G	43734	            Herbidospora
0.0002	1	1	1	1	0	0	G	43733	            Acrocarpospora
0.0041	26	0	26	0	0	0	F	43749	          Streptosporangiales Incertae Sedis
0.0041	26	26	26	26	0	0	G	43750	            Motilibacter
0.0469	300	0	143	0	157	0	O	43325	        Bifidobacteriales
0.0469	300	0	143	0	157	0	F	43326	          Bifidobacteriaceae
0.0441	282	282	126	126	156	156	G	43329	            Bifidobacterium
0.0017	11	11	11	11	0	0	G	43327	            Aeriscardovia
0.0005	3	3	3	3	0	0	G	43331	            Gardnerella
0.0003	2	2	1	1	1	1	G	43328	            Alloscardovia
0.0453	290	0	290	0	0	0	O	43408	        Kineosporiales
0.0453	290	0	290	0	0	0	F	43409	          Kineosporiaceae
0.0380	243	243	243	243	0	0	G	43412	            Kineosporia
0.0034	22	22	22	22	0	0	G	43411	            Kineococcus
0.0022	14	14	14	14	0	0	G	43414	            Quadrisphaera
0.0014	9	9	9	9	0	0	G	43410	            Angustibacter
0.0197	126	0	117	0	9	0	O	43311	        Actinomycetales
0.0194	124	0	115	0	9	0	F	43312	          Actinomycetaceae
0.0188	120	120	111	111	9	9	G	43314	            Actinomyces
0.0003	2	2	2	2	0	0	G	43320	            Trueperella
0.0002	1	1	1	1	0	0	G	43317	            F0332
0.0003	2	0	2	0	0	0	F	43323	          Actinomycetales Incertae Sedis
0.0003	2	2	2	2	0	0	G	43324	            Candidatus Ancillula
0.0178	114	0	9	0	105	0	O	43337	        Catenulisporales
0.0158	101	0	5	0	96	0	F	43338	          Actinospicaceae
0.0158	101	101	5	5	96	96	G	43339	            Actinospica
0.0017	11	0	3	0	8	0	F	43340	          Catenulisporaceae
0.0017	11	11	3	3	8	8	G	43341	            Catenulispora
0.0019	12	0	11	0	1	0	O	43370	        Euzebyales
0.0019	12	0	11	0	1	0	F	43371	          Euzebyaceae
0.0014	9	9	8	8	1	1	G	43374	            uncultured
0.0005	3	3	3	3	0	0	G	43373	            Euzebya
0.0014	9	0	3	0	6	0	O	43400	        Glycomycetales
0.0014	9	0	3	0	6	0	F	43401	          Glycomycetaceae
0.0011	7	7	1	1	6	6	G	43402	            Glycomyces
0.0003	2	2	2	2	0	0	G	43406	            uncultured
0.0013	8	0	8	0	0	0	O	43634	        Nitriliruptorales
0.0013	8	0	8	0	0	0	F	43635	          Nitriliruptoraceae
0.0013	8	8	8	8	0	0	G	43636	            Egicoccus
0.2544	1627	0	1536	0	91	0	C	43805	      Thermoleophilia
0.2492	1594	0	1512	0	82	0	O	43810	        Solirubrobacterales
0.2492	1594	0	1512	0	82	0	F	43812	          Solirubrobacteraceae
0.1199	767	767	701	701	66	66	G	43813	            Conexibacter
0.0758	485	485	473	473	12	12	G	43817	            Solirubrobacter
0.0249	159	159	158	158	1	1	G	43816	            Patulibacter
0.0150	96	96	96	96	0	0	G	43814	            JCM 18997
0.0084	54	54	52	52	2	2	G	43818	            uncultured
0.0045	29	29	29	29	0	0	G	43815	            Parviterribacter
0.0048	31	0	23	0	8	0	O	43806	        Gaiellales
0.0048	31	0	23	0	8	0	F	43807	          Gaiellaceae
0.0048	31	31	23	23	8	8	G	43808	            Gaiella
0.0316	202	0	186	0	16	0	C	43280	      Acidimicrobiia
0.0292	187	0	180	0	7	0	O	43295	        Microtrichales
0.0247	158	0	151	0	7	0	F	43298	          Ilumatobacteraceae
0.0186	119	119	112	112	7	7	G	43301	            uncultured
0.0061	39	39	39	39	0	0	G	43299	            CL500-29 marine group
0.0023	15	0	15	0	0	0	F	43296	          Iamiaceae
0.0023	15	15	15	15	0	0	G	43297	            Iamia
0.0019	12	0	12	0	0	0	F	43302	          Microtrichaceae
0.0009	6	6	6	6	0	0	G	43306	            uncultured
0.0005	3	3	3	3	0	0	G	43305	            Sva0996 marine group
0.0002	1	1	1	1	0	0	G	43304	            IMCC26207
0.0011	7	0	4	0	3	0	O	43290	        Actinomarinales
0.0011	7	0	4	0	3	0	F	43291	          Actinomarinaceae
0.0011	7	7	4	4	3	3	G	43292	            Candidatus Actinomarina
0.0009	6	0	1	0	5	0	O	43281	        Acidimicrobiales
0.0008	5	0	0	0	5	0	F	43288	          Acidimicrobiales Incertae Sedis
0.0008	5	5	0	0	5	5	G	43289	            Aciditerrimonas
0.0002	1	0	1	0	0	0	F	43282	          Acidimicrobiaceae
0.0002	1	1	1	1	0	0	G	43287	            uncultured
0.0200	128	0	53	0	75	0	C	43762	      Coriobacteriia
0.0200	128	0	53	0	75	0	O	43764	        Coriobacteriales
0.0130	83	0	36	0	47	0	F	43780	          Eggerthellaceae
0.0088	56	56	27	27	29	29	G	43795	            uncultured
0.0019	12	12	6	6	6	6	G	43788	            Enterorhabdus
0.0016	10	10	3	3	7	7	G	43790	            Gordonibacter
0.0005	3	3	0	0	3	3	G	43791	            Paraeggerthella
0.0042	27	0	8	0	19	0	F	43776	          Coriobacteriales Incertae Sedis
0.0025	16	16	3	3	13	13	G	43779	            uncultured
0.0017	11	11	5	5	6	6	G	43778	            Raoultibacter
0.0019	12	0	7	0	5	0	F	43765	          Atopobiaceae
0.0006	4	4	2	2	2	2	G	43771	            uncultured
0.0005	3	3	1	1	2	2	G	43770	            Olsenella
0.0005	3	3	3	3	0	0	G	43766	            Atopobium
0.0006	4	0	1	0	3	0	F	43772	          Coriobacteriaceae
0.0006	4	4	1	1	3	3	G	43773	            Collinsella
0.0070	45	0	43	0	2	0	C	43801	      Rubrobacteria
0.0070	45	0	43	0	2	0	O	43802	        Rubrobacterales
0.0070	45	0	43	0	2	0	F	43803	          Rubrobacteriaceae
0.0070	45	45	43	43	2	2	G	43804	            Rubrobacter
5.6743	36297	0	26892	0	9405	0	P	43868	    Bacteroidota
5.6676	36254	0	26866	0	9388	0	C	43869	      Bacteroidia
4.0452	25876	0	17827	0	8049	0	O	43870	        Bacteroidales
1.6920	10823	0	8226	0	2597	0	F	43873	          Bacteroidaceae
1.6920	10823	10823	8226	8226	2597	2597	G	43874	            Bacteroides
1.2968	8295	0	5489	0	2806	0	F	43964	          Rikenellaceae
0.7121	4555	4555	2924	2924	1631	1631	G	43978	            uncultured
0.2753	1761	1761	1159	1159	602	602	G	43968	            DMER64
0.1679	1074	1074	731	731	343	343	G	43972	            Rikenellaceae RC9 gut group
0.0730	467	467	356	356	111	111	G	43965	            Alistipes
0.0467	299	299	231	231	68	68	G	43966	            Anaerocella
0.0073	47	47	24	24	23	23	G	43976	            dgA-11 gut group
0.0048	31	31	25	25	6	6	G	43975	            U29-B03
0.0028	18	18	15	15	3	3	G	43969	            M2PB4-61 termite group
0.0022	14	14	8	8	6	6	G	43973	            S50 wastewater-sludge group
0.0016	10	10	1	1	9	9	G	43977	            hoa5-07d05 gut group
0.0008	5	5	5	5	0	0	G	43970	            Mucinivorans
0.0005	3	3	3	3	0	0	G	43974	            SP3-e08
0.0002	1	1	1	1	0	0	G	43971	            Rikenella
0.5139	3287	0	1995	0	1292	0	F	43889	          Dysgonomonadaceae
0.1964	1256	1256	723	723	533	533	G	43896	            Proteiniphilum
0.1949	1247	1247	732	732	515	515	G	43893	            Dysgonomonas
0.0738	472	472	355	355	117	117	G	43894	            Fermentimonas
0.0236	151	151	81	81	70	70	G	43895	            Petrimonas
0.0203	130	130	86	86	44	44	G	43897	            uncultured
0.0023	15	15	8	8	7	7	G	43891	            Candidatus Azobacteroides
0.0009	6	6	5	5	1	1	G	43892	            Candidatus Symbiothrix
0.0005	3	3	2	2	1	1	G	43890	            Candidatus Armantifilum
0.2107	1348	0	1063	0	285	0	F	43985	          Tannerellaceae
0.1584	1013	1013	820	820	193	193	G	43988	            Parabacteroides
0.0453	290	290	208	208	82	82	G	43987	            Macellibacteroides
0.0033	21	21	17	17	4	4	G	43989	            Tannerella
0.0030	19	19	15	15	4	4	G	43986	            Candidatus Vestibaculum
0.0003	2	2	2	2	0	0	G	43990	            uncultured
0.1126	720	0	105	0	615	0	F	43906	          Marinifilaceae
0.1101	704	704	91	91	613	613	G	43911	            uncultured
0.0013	8	8	6	6	2	2	G	43908	            Marinifilum
0.0011	7	7	7	7	0	0	G	43909	            Odoribacter
0.0618	395	0	266	0	129	0	F	43940	          Prevotellaceae
0.0220	141	141	120	120	21	21	G	43943	            Prevotella
0.0178	114	114	36	36	78	78	G	50017	            Prevotella_7
0.0070	45	45	40	40	5	5	G	50018	            Prevotella_9
0.0053	34	34	29	29	5	5	G	43941	            Alloprevotella
0.0031	20	20	11	11	9	9	G	43948	            Prevotellaceae UCG-004
0.0028	18	18	14	14	4	4	G	43947	            Prevotellaceae UCG-003
0.0011	7	7	3	3	4	4	G	43946	            Prevotellaceae UCG-001
